val_idx,subset,pred_stage4,pred_stage5
1335,Amh_Eth,በፍጹም ከእምነት ወይንም ሀይማኖት ጋር አይገናኝም።የቤተሰብ እቅድ ሴቶችን ጤናቸውን ለመጠበቅ እና ቤተሰቦቻቸውን ለመንከባከብ ይረዳል። ከእምነት ወይም ሃይማኖታ,ሊሆን ይችላል። ኢንፌክሽኑን ሊፈውስ የሚችለው መድሃኒቱ ብቻ ነው። መድሃኒቱን በትክክል መውሰድዎን ያረጋግጡ እና የአምልኮ ሥርዓቱ ጎጂ ነገር ካካተቱ የጤና ባለ
1336,Amh_Eth,"የወደፊት የቤተሰብ ግቦችን መሠረት ባደረገ መልኩ በአክብሮት እንዴት መነጋገር እንደምትችል በማለማመድ ልትረጂያት ትችያለሽ። ለምሳሌ፦ ""የመጀመሪያው ልጃችን መራ",የግል የመታጠቢያ (ውሃ፣ የንፅህና መጠበቅያ እና የንፅህና አጠባበቅ) ተቋማት ልጃገረዶች የወር አበባቸውን ደህንነቱ በተጠበቀ ሁኔታ እና በክብር እንዲቆጣጠሩ እ
1339,Amh_Eth,የቅርብ ግንኙነት ከሌለዎት በዓመት አንድ ጊዜ በቂ ነው። ማንኛውም አደጋ ካጋጠመዎት በየ3 እና 6 ወሩ መመርመር ደህንነቱ የተጠበቀ መመሪያ ነው።,የፀረ-ቫይረስ ማፈኛ ሕክምና (ለምሳሌ አሲክሎቪር ወይም ቫላሲክሎቪር) የጀመረው በ36 ሳምንታት እርግዝና አካባቢ ነው፡፡
1340,Amh_Eth,"ሄርፒስ ሊድን አይችልም, ነገር ግን መድሃኒቶች ወረርሽኞችን እና ስርጭትን ይቀንሳሉ. በኮንዶም እና ወረርሽኙ በሚከሰትበት ጊዜ የግብረ ሥጋ ግንኙነትን በማስቀረ",ሄርፒስ ሊድን አይችልም፣ ነገር ግን መድሃኒቶች ወረርሽኙን እና ስርጭትን ይቀንሳሉ፡፡ ወረርሽኙ በሚከሰትበት ጊዜ ኮንዶም በመጠቀም እና የግብረ-ሥጋ ግንኙነትን 
1342,Amh_Eth,በማህፀን በር ጫፍ ላይ ያልተለመዱ (ቅድመ ካንሰር) ህዋሶችን (ብዙውን ጊዜ በ HPV) በመለየት ወደ ካንሰር ከመቀየሩ በፊት እንዲወገዱ ለማድረግ ይጠቅማል።,የሰው ፓፒሎማቫይረስ (ኤችፒቪ) ከማህጸን ጫፍ፣ ከፊንጢጣ፣ ከብልት፣ ከጉሮሮ (ኦሮፋሪንክስ) እና ከሴት ብልት ካንሰር ጋር የተቆራኘ ነው።
1345,Amh_Eth,አዎ። ከታከሙ በኋላም ቢሆን ጥንቃቄ የጎደለው የግብረ ሥጋ ግንኙነት ካደረጉ ጨብጥ እንደገና ሊይዝዎት ይችላል። ሕክምናውን መጨረስዎ ለወደፊቱ የመከላከል አቅም ,ባልደረባው ካልታከመ ወይም ህክምናው ካልተሳካ እንደገና የመያዝ እድሉ ከፍተኛ ነው፣ ለዚህም ነው በ3 ወራት ውስጥ እንደገና መመርመር ብዙ ጊዜ የሚመከረው፡፡
1346,Amh_Eth,ወደ ሕዝብ ጤና ጣቢያ በመሄድ እርዳታ ይጠይቁ። ለአባላዘር በሽታዎች እና ለሌሎች የተለመዱ ህመሞች ብዙ መሠረታዊ መድኃኒቶችን በመንግሥት የጤና ተቋማት በነፃ ወ,አዎ፣ ይህ ጊባ (ሃሜት) ከመሆኑም በላይ የሕክምና ሥነ-ምግባር ጥሰት ነው። እሷ/ሱ ምስጢር የመጠበቅ ጥብቅ ግዴታ አለበት/ባት። ወሬ የሚያናፍስ/ምታናፍስ ከሆነ
1349,Amh_Eth,የሚያሳዝነው ምልክት ብዙውን ጊዜ ለረጅም ጊዜ ከሞከሩ በኋላ ማርገዝ አለመቻል ወይም ኤክቲክ እርግዝና (ከማህፀን ውጭ ያለ እርግዝና) ነው. ለዚህም ነው ቀድሞ ,አይማንኛውም ሰው የተደበቀ ኢንፌክሽን ሊኖረው ይችላል፡፡ የመጀመሪያው ሰው የአባላዘር በሽታን ሊያስተላልፍ ይችላል። መከላከያ ካልተጠቀሙ አደጋው ሁል ጊዜ አለ።
1350,Amh_Eth,ያመለጠዎትን መድኃኒት እንዳስታወሱ ወዲያውኑ ይውሰዱ፤ ነገር ግን ቀጣዩን መድኃኒት ለመውሰድ ከ4 ሰዓት ያነሰ ጊዜ የቀረው ከሆነ ያመለጠውን ይለፉትና መደበኛውን,አዎ።የፀረ-ኤችአይቪ ሕክምና ክትትል ከልተደረገ  ኤች አይ ቪ በእርግዝና፣ በወሊድ ወይም ጡት በማጥባት ወደ ልጅ ሊተላለፍ ይችላል። ነገር ግን የህክም ክትትል 
1352,Amh_Eth,ይህ በእርስዎ የቫይረስ መጠን ላይ የተመሰረተ ነው። የቫይረስ መጠን የማይታወቅ ከሆነ፣ ጡት ማጥባት ብዙውን ጊዜ ደህንነቱ የተጠበቀ ነው፣ ነገር ግን ሁልጊዜ የ,በነጻ ነገሮች ላይ አተኩር ከማህበረሰብ ጤና ሰራተኛ ጋር መነጋገር፣ ከደጋፊ ጓደኛ ጋር ጊዜ ማሳለፍ፣ መጸለይ፣ መራመድ፣ እንደ ባቄላ እና አትክልት ያሉ ጤናማ 
1354,Amh_Eth,"ለፅንሱ ቅድመ እርግዝና የጤና ምርመራ እንደሆነ አድርገሽ አቅርቢው። እንዲህም በይው፦ ""እኔ ክሊኒክ ሄጄ ተመርምሬያለሁ፣ አሁን ደግሞ ወደፊት የሚወለደው ልጃችን",መደበኛ ያልሆነ የደም መፍሰስ የተለመደ ሊሆን እንደሚችል ምክር እና ማረጋገጫ መስጠት። ሁኔታውን እንድትከታተል ምክር መስጠት፤ ከባድ ከሆነ ደግሞ ከክሊኒክ ለአ
1356,Amh_Eth,አዎውጥረት፣ ድካም ወይም ህመም የሄርፒስ ወረርሽኝ ሊያስከትል ይችላል።,የመራቢያ አካላት፣ ፊንጥጣ ወይም አፍ አካባቢ  የሚወጡ በጣም የሚያሙ ውሃ የቋጠሩ እባጮች ወይም   ቁስለት ፤ ማሳከክ  እና ማቃጠል።
1359,Amh_Eth,የHPV ኢንፌክሽኖች የተለያዩ የካንሰር ዓይነቶችን ሊያስከትሉ ይችላሉ:: በተለይም ከፍተኛ ተጋላጭነት ያላቸው የHPV ዓይነቶች በሰውነት ውስጥ ከቀሩ:: አብዛኛ,አይአብዛኛዎቹ ኢንፌክሽኖች በራሳቸው ይጸዳሉ፣ ነገር ግን አንዳንዶቹ ይቀጥላሉ እና ወደ ካንሰር ሊመሩ ይችላሉ።
1360,Amh_Eth,አይክላሚዲያ ከሰውነት ውጭ መኖር አይችልም፣ የሚተላለፈው በግብረ-ሥጋ ግንኙነት ብቻ ነው።,አይ። ክላሚዲያ ከሰውነት ውጭ መኖር አይችልም። የሚተላለፈው በጾታዊ ግንኙነት ብቻ ነው።
1361,Amh_Eth,ሴቶች በእያንዳንዱ የግብረ-ሥጋ ግንኙነት ወቅት ኮንዶም በትክክል በመጠቀም፣ ለኤች አይ ቪ ተጋላጭነት ከፍተኛ ከሆነ ቅድመ-ተጋላጭነት ፕሮፊሊሲስ (pre-expo,አይደለም፤ ኤችአይቪ በአሁኑ ወቅት ቋሚ ፈውስ የለውም። ወንዶችም ሆኑ ሴቶች ኮንዶምን በቋሚነት በመጠቀም፣ ደህንነቱ የተጠበቀ የግብረ-ሥጋ ግንኙነት በማድረግ እ
1362,Amh_Eth,የክላሚዲያ በሽታ በጾታዊ ግንኙነት የሚተላለፍ በሽታ ነው። ብዙዎች የክላሚዲያ ታማሚዎች የህመም ምልክት ሳያሳዩ ወደ ሰውነታቸው ተሰራጭቶ የከፋ ጉዳት ሊደርስባቸ,አዎ፣ ሴቶችንም ወንዶችንም ክላማይዲያ ሊይዛቸዉ ይችላል።ህመም፣ ፈሳሽ ወይም ምንም አይነት ምልክት ላያሳዩም ይችላሉ።
1365,Amh_Eth,አዎወንዶች HPV ሊያዙ ይችላሉ፡፡ አብዛኛዎቹ ወንዶች የሕመም ምልክቶች አይታዩም፣ HPV የብልት ኪንታሮትን ሊያስከትል ይችላል እና በቅርብ ግንኙነት ወደ ሴቶች,አዎHPV ወንዶችንም ሴቶችንም ይጎዳል እና በወንዶች ላይ ካንሰር እና የብልት ኪንታሮት ሊያስከትል ይችላል::
1366,Amh_Eth,ኤች.አይ.ቪ የሚተላለፈው ጥንቃቄ በጎደለው የግብረ ሥጋ ግንኙነት፣ ስለታም መሣሪያዎችንና መርፌዎችን በጋራ በመጠቀም፣ በተበከለ ደም ንክኪ፣ ወይም ከእናት ወደ ,አይውሸት ነው። ኤች አይ ቪ መድኃኒት የለም። እነዚህ የውሸት ሻጮች አደገኛ ናቸው እና ገንዘብዎን መውሰድ ይፈልጋሉ። ከክሊኒክ ነፃ የ RV መድሃኒት ብቻ ይመኑ
1367,Amh_Eth,ኤፒዲዲሚተስ በወንድ የዘር ፍሬው ጀርባ ላይ ያለው የተጠቀለለ ቱቦ እብጠት ሲሆን ይህም የወንድ የዘር ፍሬን እንቅስቃሴ ሊዘጋ ይችላል።,ህፃኑ በተወለደበት ጊዜ ከባድ የዓይን ኢንፌክሽን (gonococcal ophthalmia neonatorum) ሊያጋጥመው ይችላል፣ ይህም ወዲያውኑ ካልታከመ ዓይነ ስ
1369,Amh_Eth,ብዙውን ጊዜ ምንም ምልክት የማያሳይ እና ያልታከመ የትሪኮሞኒያስ በሽታ በወንዶች ላይ የሽንት ቱቦ እብጠት ሊያስከትል እና አልፎ አልፎ ደግሞ የፕሮስቴት እጢ እ,አዎ፣ ሳይታከም የቀረ የትሪኮሞኒያሲስ በሽታ በወንዶችም ሆነ በሴቶች ላይ ለመካንነት ምክንያት ሊሆን ይችላል።
1371,Amh_Eth,የተማሩና እና አክብሮት ያላቸው ሰዎች የወር  አበባ ተፈጥሮአዊ እና ጤናማ እንደሆነ ያውቃሉ። ይህን የግል ጤና ነገር ከሚያክብሩና ከሚታመኑት ጋር ብቻ ማዉራት።,አዎይህ እውነት ሊሆን ይችላል፡፡ የወር አበባ ብዙውን ጊዜ የሚጀምሩት ሴት ልጅ የተወሰነ የሰውነት ስብ ደረጃ ላይ ስትደርስ ነው፡፡ እሷ በጣም ቀጭን ወይም የተ
1372,Amh_Eth,በመንግስት ጤና ጣቢያዎች (በቅድመ ወሊድ ክትትል ወቅት) በነፃ የሚታደሉ መኖራቸውን አረጋግጭ/ጥ። የደም ማነስን ለመከላከል እንዲረዳም ተጨማሪ ንጥረ ነገሮችን ,ይህ የተለመደ መሆኑን ይረዱ። ትኩረትዎን በደል በሚፈጸምበት ሁኔታ (የጥቃት አዙሪት) ላይ ያድርጉ። ፍቅር ሊያቆስል እንደማይገባ እና ደህንነቱ የተጠበቀና ዘላቂ
1374,Amh_Eth,ያልታከመ ትሪኮሞኒየስ የኤች አይ ቪ ኢንፌክሽን አደጋን ከፍ ሊያደርግ እና እንደ ያለጊዜው መወለድ እና ዝቅተኛ ክብደት የመሳሰሉ የእርግዝና ችግሮችን ያስከትላል,ቂጥኝ ካልታከመ ከባድ ችግሮችን ሊያመጣ ይችላል፣ እነሱም የ አይን መታወር፣ የልብ በሽታ፣ የነርቭ ጉዳት እና እንዲሁም ሞትን ጭምር ሊያስከትል ይችላል።
1376,Amh_Eth,ትሪኮሞኒያሲስ እንደ ሜትሮኒዳዞል ባሉ መድኃኒቶች ሊድን የሚችል በሽታ ነው። ማሳከክን፣ ሽታን እና ምቾት ማጣትን የሚያስከትል ሲሆን፣ መከላከያውም ኮንዶም መጠቀ,ያልታከመ ትሪኮሞኒየስ የኤች አይ ቪ ኢንፌክሽን አደጋን ከፍ ሊያደርግ እና እንደ ያለጊዜው መወለድ እና ዝቅተኛ ክብደት የመሳሰሉ የእርግዝና ችግሮችን ያስከትላል
1377,Amh_Eth,አዎ፣ ለውጫዊ የቆዳ ድርቀት ብቻ፣ ጥቂት ንጹህ የሺ ቅቤ የብልት አካባቢን ቆዳ ለማለስለስ እና እርጥበት ለመስጠት በደህንነት መጠቀም ይቻላል። ነገር ግን ከብል,ጀርሞች ከሰውነት ውጭ በፍጥነት ስለሚሞቱ አደጋው በጣም ዝቅተኛ ነው:: ዋናዎቹ ስጋቶች የጋራ ደም (እንደ መርፌ) ወይም የቅርብ የግብረ-ሥጋ ግንኙነት ናቸው::
1378,Amh_Eth,የአፍ ስዋብ ምርመራ የኤችአይቪ አንቲቦዲ እንዳለ ለማወቅ ከአፍ (ምራቅ ወይም ጥርስ)ናሙና ይለያል በተቃራኒው፣ የደም ምርመራ በደም ውስጥ በቀጥታ የኤችአይቪ አ,የጤና ባለሙያዎች የኤች አይ ቪ ምርመራ የሚያደርጉት ከደም በሚወሰድ ናሙና በመጠቀም ነው። አሁን ላይ የጠቀሙት የምርመራ አይነት ከጣት ላይ የደም ጠብታ በመውሰ
1380,Amh_Eth,ኤች አይ ቪ በዋነኛነት የሚተላለፈው ጥንቃቄ በሌለው የግብረ-ሥጋ ግንኙነት፣ የተበከሉ መርፌዎችን በመጋራት፣ በበሽታው በተያዘ ደም  በመቀበል እና በእርግዝና፣ ,HPV ምንም ዓይነት መድኃኒት የለውም፡፡ ነገር ግን ክትባቶች አደገኛ ዓይነቶችን ይከላከላሉ፣ አንዳንድ ዝርያዎች ካንሰርን ሊያስከትሉ ይችላሉ፣ ስለዚህ ምርመራ 
1384,Amh_Eth,ፊስቱላ (የወሊድ ቦይ መበሳት) በወሊድ ቦይ እና በፊኛ ወይም በፊንጢጣ መካከል የሚፈጠር ቀዳዳ ነው። ይህ የሚከሰተው የአንዲት ወጣት ሴት ጠባብ ዳሌ ህፃኑን ማ,በግብረ-ሥጋ ግንኙነት ከአንድ ሰው ወደ ሌላ ሰው ሊተላለፍ የሚችል በሽታ ነው። ብዙ ሰዎች ሳያውቁት አላቸው፣ ነገር ግን መታከም አለበት።
1386,Amh_Eth,በፊንጢጣ ላይ የሚከሰት ጨብጥ አብዛኛውን ጊዜ ምንም ዓይነት ምልክት ላያሳይ ይችላል። ምልክቶች በሚታዩበት ጊዜ ግን ከፊንጢጣ የሚወጣ ፈሳሽ፣ ማሳከክ፣ መቁሰል፣,የሚመከረው ሕክምና ለ7 ቀናት የሚወሰድ ዶክሲሳይክሊን ነው። ምክንያቱም ዶክሲሳይክሊን በፊንጢጣ አካባቢ ያለን ኢንፌክሽን ለማዳን ከአዚትሮማይሲን የተሻለ ውጤታማ
1391,Amh_Eth,የHPV ክትባት በጣም አደገኛ ከሆኑት የቫይረሱ ዓይነቶች ይከላከላል እና የማኅጸን ጫፍ እና ሌሎች የካንሰር አይነቶችን የመጋለጥ እድልን ይቀንሳል።,HPV ምንም ዓይነት መድኃኒት የለውም፣ ነገር ግን ክትባቶች አደገኛ ዓይነቶችን ይከላከላሉ፡፡
1392,Amh_Eth,ቀጥሎ ያሉትን ምልክቶች ማስታወስ ፡ የቀለም መንጣት(በጣም ነጭ መሆን) ፣ ምግብ ፍላጎት መቀነስ (አለመብላት)፣ ቶሎ ቶሎ መተንፈስ (ለመተንፈስ መቸገር) ። ከ,"ህፃኑ ደህንነት እንዲሰማው፣ አተነፋፈሱን የሚቆጣጠር እና በሽታን ለመቋቋም የሚረዳው የወንድነት ጥንካሬ ተግባር መሆኑን ያስረዱ። እንደ ""የአባት ጥበቃ"" ያቅርቡ"
1393,Amh_Eth,አዎ። እርጉዝ የሆኑ ሰዎች በቅድመ ወሊድ ክትትል ወቅት ሁልጊዜ የአባለዘር በሽታ ምርመራ ማድረግ አለባቸው። ምርመራው አስፈላጊ የሆነው ብዙዎቹ ኢንፌክሽኖች በእ,አዲስ የተወለደው ሕፃን የአይን እና የሳንባ ኢንፌክሽኖችን እንዳያመጣ ለመከላከል እና ያለጊዜው የመውለድ አደጋን ለመቀነስ አስቸኳይ ህክምና ማድረግ አስፈላጊ ነ
1395,Amh_Eth,አይ። ኤችአይቪ ማለት ሞት ማለት አይደለም። ምንም እንኳን እስካሁን መድኃኒት ባይኖርም፣ በተገቢው ህክምና (የፀረ፡ቫይረስ ሕክምና)፣ ኤችአይቪ ያለባቸው ሰዎች ,አይደለም፣ ትክክለኛ ህክምና ሲደረግ ኤች አይ ቪ ያለባቸው ሰዎች ረጅም እና ጤናማ ህይወት መኖር ይችላሉ።
1396,Amh_Eth,ኤችፒቪ ምንም አይነት መድኃኒት የለውም፣ ነገር ግን ክትባት በጣም አደገኛ የሆኑትን ዓይነቶች ሊከላከል ይችላል። አንዳንድ የኤችፒቪ ዝርያዎች ካንሰር ሊያስከትሉ,ክትባቱ ለወደፊቱ ልጃገረዷን መካን ሊያደርግ ይችላል ወይም ህዝባቸውን ለመቆጣጠር የእቅድ አካል ነው የሚል ፍራቻ። ስለ ክትባቱ ደህንነት እና ዓላማ በተጨባጭ መ
1397,Amh_Eth,አይደለም። የወር አበባ ደም የማህፀን ሽፋን ብቻ ነው። ተፈጥሯዊ፣ ንጹህ ሂደት እና ሰውነት ጤናማ መሆኑን የሚያሳይ ምልክት ነው።,አይገጥምውም። በወር አበባ ጌዜ ሰውን መንካት ለሚነካው ሰው «መጥፎ አድል» ይገጥመዋል የሚለው ሐሰት ወይም ባህላዊ እምነት ነው፣ በህክምና ወይም ሳይንሳዊ እው
1398,Amh_Eth,አይደለም። ሄርፒስ ያለባቸው ሰዎች ማግባት፣ ልጆች መውለድ እና መደበኛ ሕይወት መኖር ይችላሉ። የሚያስፈልጋቸው ጥንቃቄዎችን ማድረግ ብቻ ነው።,አዎ፡ ኸርፒስ ያለባቸዉ ሴቶች ቫይረሱ እንዳይተላለፍ ጥንቃቄ እና የሕክምና ክትትል እስካደረጉ ድረስ ማግባት እና ቤተሰብ መመስረት ይችላሉ።
1400,Amh_Eth,አይ። ይህ እጅግ በጣም መርዛማ እና አደገኛ ነው። ቤንዚን ወይም ኬሮሲን ለቆዳ በጣም ተቀጣጣይ እና መርዛማ ነው፣ እና ከባድ ቃጠሎ እና የኬሚካል መመረዝ ሊያስ,ቂጥኝ በግብረ ሥጋ-ግንኙነት የሚተላለፍ ኢንፌክሽን ነው። ህመም በሌላቸው ቁስሎች ይጀምራል እና በኋላ ላይ ቆዳን፣ ልብን እና አንጎልን ሊጎዳ ይችላል፡፡
1401,Amh_Eth,ሄርፒስ ሊድን አይችልም፣ ነገር ግን መድሃኒቶች ወረርሽኞችን እና የመዛመት አደጋን ይቀንሳሉ። ሄርፒስ ያለባቸው ሰዎች ማግባት ይችላሉ። በወረርሽኙ ወቅት ኮንዶም,እንደ ከባድ ራስ ምታት፣ የማያቋርጥ ህመም ወይም ከባድ የደም መፍሰስ ያሉ ድንገተኛ የጎንዮሽ ጉዳቶች ካሉዎት ወዲያውኑ ለሆስፒታል መተኛት አስፈላጊ ከሆነ ለባለ
1402,Amh_Eth,አዎ: ክላሚዲያ ሕክምና ካልተደረገለት ማህፀንን ሊጎዳ እና በኋላ ላይ ልጅ መውለድ አስቸጋሪ ያደርገዋል።,አዎሕክምና ካልተደረገለት ጨብጥ ሰውነትን ሊጎዳ እና ወደ መሃንነት ሊያመራ ይችላል::
1404,Amh_Eth,አዎወንዶች ሳያውቁ የአባላዘር በሽታዎች ሊኖራቸው እና ለሌሎች ሊያስተላልፉ ይችላሉ።,አዎ። የአባላዘር በሽታዎችን ለማስወገድ ብቸኛው 100% መታቀብ ነው። ጥንቃቄ የተሞላበት የግብረ ሥጋ ግንኙነትም የመያዝ እድልን ይቀንሳል።
1405,Amh_Eth,የኤች አይ ቪ መድሃኒት (ኤአርቲ) ዓላማው በሰውነት ውስጥ የሚገኘውን የቫይረስ መጠን መቀነስ ነው። አንድ የኤች አይ ቪ ቫይረስ በደሙ የሚገኝ ሰው መድሃኒቱን ,የኤች አይ ቪ መከላከያ መድሃኒት ኤች አይ ቪ በደማቸው የሌለባቸው ሰዎች በቫይረሱ እንዳይያዙ የሚወስዱት መከላከያ መድሃኒት ነው። ይህ መድሃኒት ለእርስዎ የሚሆ
1406,Amh_Eth,አዎPID ከሴት ብልት ውስጥ ባሉ ሌሎች ባክቴሪያዎች ለምሳሌ ባክቴሪያል ቫጅኖሲስ ወይም ከሌሎች ፍጥረታት ጋር በተያያዙ ሰዎች ሊከሰት ይችላል።,በወንዶች ላይ የሚታዩ የተለመዱ ምልክቶች በብልት ውስጥ ማሳከክ ወይም መለብለብ፣ በሽንት ጊዜ ወይም የዘር ፈሳሽ በሚወጣበት ወቅት የሚሰማ ሕመም እና አልፎ አል
1408,Amh_Eth,አይገባዉም። እምነትና ጸሎት አስፈላጊ ቢሆንም፣ የተሸሸገ ወይም የተደበቀ በሽታ በነገር ሕዋሳዊ እንደ ባክቴሪያ፣ ቫይረስ፣ ፓራሳይት የተነሳ ሚመጣ ሲሆን፣ ከባድ,ራስዎን ለመጎዳት ወይም የማጥፋት ስሜት ቢሰማዎ፣ መጀመሪያ መናገር/ማሳወቅ ያለብዎ ታማኝ ለሆነ ሰው እና ወዲያውኑ ሊረዳ የሚችል ሰው መሆን አለበት፡፡
1409,Amh_Eth,ሳንባ ነቀርሳ (ቲቢ)፣ ምክንያቱም ኤች አይ ቪ የሰውነትን በሽታ የመከላከል ስርዓትን በማዳከም የቲቢ ባክቴሪያዎችን የመቆጣጠር አቅምን በእጅጉ በመቀነስ በቲቢ ,አይቻልም። ጸበል ጨብጥን ማከም አይችልም። ኢንፌክሽኑ ሊድን የሚችለው በተገቢው አንቲባዮቲክ ብቻ ነው።
1413,Amh_Eth,የቂጥኝ በሽታ በባክቴሪያ የሚመጣ የአባላዘር በሽታ ሲሆን የተለያዩ ደረጃዎች አሉት።,የነርቭ ቂጥኝ  የመርሳት በሽታ፣ የስነልቦና መዛባት፣ የባህሪ ለውጦች፣ የትብብር ማጣት እና ሽባነት ሊያስከትል ይችላል፣ ይህም ከመጀመሪያው ኢንፌክሽን  ከዓመታ
1414,Amh_Eth,አዎ ይቻላል። ቀላል እንቅስቃሴ ማድረግ የቁርጠት እና  የሕመም ስሜትን ይቀንሳል ፣ እና በወር አበባ ጊዜ ስራ ወይም ስፖርት ማቆም የጤና ምክንያት የለዉም።,የሽፋኑ መፍሰስ መሆኑን እና  የወር አበባ ደም እንደ ሽንት ወይም ሰገራ. ቆሻሻ አይድልም፣ መደበኛ የሰውነት ፈሳሾችን ይዟል እና የበሽታ ምልክት አይደለም፡፡
1419,Amh_Eth,ኤችፒቪ ምንም አይነት መድኃኒት የለውም፣ ነገር ግን ክትባት በጣም አደገኛ የሆኑትን ዓይነቶች ሊከላከል ይችላል። አንዳንድ የኤችፒቪ ዝርያዎች ካንሰር ሊያስከትሉ,አዎ። መርፌን የመሳሰሉ ሹል/ስለታማ ዕቃዎችን አለመጋራት ኤች አይ ቪን ለመከላከል ከሚጠቅሙ ዘዴዎች መካከል ናቸው። ከዚህም በተጨማሪ ልቅ የሆነ ግብረስጋን በመ
1420,Amh_Eth,አዎ ይችላል፡፡ እንደ ቂጥኝ እና ኤች አይ ቪ ያሉ በሽታዎች ከአባት ወደ እናት ከዚያም ወደ ህፃኑ ሊተላለፉ ይችላሉ፡፡ የሚወለደው ልጅ ጤነኛ ሆኖ እንዲወለድ ሁ,አዎ፣ በቅርብ የተወለደ ሕፃን ላይ የሚታዩ አንዳንድ በሽታዎች በተለይም የአባላዘር በሽታ ከአባት ወደ እናት በእርግዝና ወቅት የሚተላለፍ እና ከዚያም ከእናት ወ
1421,Amh_Eth,በቀስታ የተቀቀለ ውሃ እና ንጹህ ጨርቅ በመጠቀም ቦታውን ንፁህ እና ደረቅ ያድርጉት። እንደ አልዎ ወይም የኮኮናት ዘይት ያሉ ንፁህ፣ ቀላል፣ የሚያረጋጋ ንጥረ ,በብዙ ቦታዎች፣ ሕጎች ታዳጊዎች ሚስጥራዊ የጾታዊ ጤና እንክብካቤ እንዲፈልጉ ይፈቅዳሉ። የራስዎን ጤና የመጠበቅ መብት አለዎት።
1422,Amh_Eth,ትሪኮሞኒያሲስ በትንሽ ፓራሳይት የሚከሰት የአባላዘር በሽታ ነዉ። በዋናነት ልቅ በሆነ የግብረ ስጋ ግንኙነት ይተላለፋል እና ህክምና በግዜ ከተወሰደ ይድናል።,ትሪኮሞናያሲስ ሴቶች ላይ ሽታ ያለው የብልት ፈሳሽ፣ ማሳከክ እና ህመም ሊያመጣ ይችላል። ወንዶች ላይ በብዛት ምልክት አያሳይም ካሳየ የብልት ፈስሽ እና ሽንት 
1423,Amh_Eth,ኮንዶም የኤችፒቪ አደጋን ይቀንሳል ። ነገር ግን ሙሉ ጥበቃ አያሰጡም፣ ምክንያቱም ኤችፒቪ በኮንዶም ያልተሸፈኑ ቦታዎችን ሊጎዳ ይችላል።,በትዳር ውስጥ ደህንነቱ የተጠበቀ የግብረ-ሥጋ ግንኙነት ማለት ሁለቱም ባለትዳሮች የአባላዘር በሽታ ካለባቸው፣ አንዱ አጋር ሌሎች አጋሮች ካሉት ወይም ኮንዶም እ
1424,Amh_Eth,"""በሽታው ሳይኖር እንዳለ አድርጎ የሚያሳይ የተሳሳተ የምርመራ ውጤት""ማለት በምርመራው ውጤት በሽታው እንዳለ ሆኖ ታይቶ ነገር ግን በእርግጥ በሰውነት ውስጥ የለ",የምርመራው ውጤት ፖዘቲቭ መሆኑ የሚያሳየው ቫይረሱ በአሁኑ ወቅት ንቁ እንደሆነና በቆዳው ወለል ላይ እየተባዛ መሆኑን ነው፤ ይህም የበሽታው መነሳሳት መኖሩን ያ
1425,Amh_Eth,የኤችፒቪ ቫይረስ ብዙውን ጊዜ ምንም ምልክት የለውም እና በራሱ ሊጠፋ ይችላል። ለኤችፒቪ ራሱ ምንም አይነት መድኃኒት የለም፣ ነገር ግን ክትባቶች አደገኛ የሆኑ,አዎ፣ ኤች.ፒ.ቪ ብዙ ጊዜ ምንም ዓይነት ግልጽ ምልክት ሳያሳይ በሰውነት ውስጥ ሊቆይ ይችላል። ለቫይረሱ ፈውስ ባይኖርም፣ ክትባቶች ግን አደገኛ የሆኑ የቫይረሱ
1426,Amh_Eth,ከባድ የክብደት መቀነስ፣ ሥር የሰደደ ተቅማጥ፣ የሌሊት ላብ፣ ተደጋጋሚ ኢንፌክሽኖች እና እንደ ሳንባ ነቀርሳ ያሉ በሽታዎች ምልክቶች ናቸው፡፡,ትሪኮሞኒያሲስ ማሳከክን፣ መጥፎ ሽታን እና ምቾት ማጣትን ያስከትላል። በሽታው እንደ ሜትሮኒዳዞል  ባሉ መድኃኒቶች ሊድን የሚችል ሲሆን፣ መከላከያ መንገዱም ኮን
1427,Amh_Eth,የተማሩና እና አክብሮት ያላቸው ሰዎች የወር  አበባ ተፈጥሮአዊ እና ጤናማ እንደሆነ ያውቃሉ። ይህን የግል ጤና ነገር ከሚያክብሩና ከሚታመኑት ጋር ብቻ ማዉራት።,አዎይህ እውነት ሊሆን ይችላል፡፡ የወር አበባ ብዙውን ጊዜ የሚጀምሩት ሴት ልጅ የተወሰነ የሰውነት ስብ ደረጃ ላይ ስትደርስ ነው፡፡ እሷ በጣም ቀጭን ወይም የተ
1428,Amh_Eth,በነጻ ነገሮች ላይ አተኩር ከማህበረሰብ ጤና ሰራተኛ ጋር መነጋገር፣ ከደጋፊ ጓደኛ ጋር ጊዜ ማሳለፍ፣ መጸለይ፣ መራመድ፣ እንደ ባቄላ እና አትክልት ያሉ ጤናማ ,የጤና ባለሙያዎች የግል መረጃን ሚስጥራዊ አድርጎ የመጠበቅ ሙያዊ ግዴታ አለባቸው። ማንኛውንም መረጃ ከመናገር በፊት ስለ ሚስጥራዊነት አጠባበቅ ደንባቸው መጠየቅ
